key,feature_group,dev,fid,tx,feature_names,feature_refs,candidate_source
setting_1023_898664504_5,SETTING,1023,898664504,5,SETTING_RACE_TIMER_PAD_REMINDER_FLAG,Setting.SETTING_RACE_TIMER_PAD_REMINDER_FLAG,fid_catalog_20260804_6e29ad30
setting_1023_898664504_7,SETTING,1023,898664504,7,SETTING_RACE_TIMER_PAD_REMINDER_FLAG,Setting.SETTING_RACE_TIMER_PAD_REMINDER_FLAG,fid_catalog_20260804_6e29ad30
setting_1023_898664508_5,SETTING,1023,898664508,5,SETTING_MEDIA_PROMPT_MOTION_SICKNESS_RELIEF_UNAVAILABLE,Setting.SETTING_MEDIA_PROMPT_MOTION_SICKNESS_RELIEF_UNAVAILABLE,fid_catalog_20260804_6e29ad30
setting_1023_898664508_7,SETTING,1023,898664508,7,SETTING_MEDIA_PROMPT_MOTION_SICKNESS_RELIEF_UNAVAILABLE,Setting.SETTING_MEDIA_PROMPT_MOTION_SICKNESS_RELIEF_UNAVAILABLE,fid_catalog_20260804_6e29ad30
setting_1023_898664511_5,SETTING,1023,898664511,5,SETTING_MOTION_SICKNESS_RELIEF_CONFIG_FLAG,Setting.SETTING_MOTION_SICKNESS_RELIEF_CONFIG_FLAG,fid_catalog_20260804_6e29ad30
setting_1023_898664511_7,SETTING,1023,898664511,7,SETTING_MOTION_SICKNESS_RELIEF_CONFIG_FLAG,Setting.SETTING_MOTION_SICKNESS_RELIEF_CONFIG_FLAG,fid_catalog_20260804_6e29ad30
setting_1023_899678506_5,SETTING,1023,899678506,5,SETTING_ELECTRIC_CONTAINER_PREVENT_PLAY_STATE_hal_only,Setting.SETTING_ELECTRIC_CONTAINER_PREVENT_PLAY_STATE_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_899678506_7,SETTING,1023,899678506,7,SETTING_ELECTRIC_CONTAINER_PREVENT_PLAY_STATE_hal_only,Setting.SETTING_ELECTRIC_CONTAINER_PREVENT_PLAY_STATE_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_899678508_5,SETTING,1023,899678508,5,SETTING_ELECTRIC_CONTAINER_FLAG_hal_only,Setting.SETTING_ELECTRIC_CONTAINER_FLAG_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_899678508_7,SETTING,1023,899678508,7,SETTING_ELECTRIC_CONTAINER_FLAG_hal_only,Setting.SETTING_ELECTRIC_CONTAINER_FLAG_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_899678510_5,SETTING,1023,899678510,5,SETTING_ELECTRIC_CONTAINER_REQ_PWD_VERIFICATION_hal_only,Setting.SETTING_ELECTRIC_CONTAINER_REQ_PWD_VERIFICATION_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_899678510_7,SETTING,1023,899678510,7,SETTING_ELECTRIC_CONTAINER_REQ_PWD_VERIFICATION_hal_only,Setting.SETTING_ELECTRIC_CONTAINER_REQ_PWD_VERIFICATION_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_899678519_5,SETTING,1023,899678519,5,SETTING_RR_WINDOW_SUNSHADE_MOTOR_THERMAL_PROTECTION,Setting.SETTING_RR_WINDOW_SUNSHADE_MOTOR_THERMAL_PROTECTION,fid_catalog_20260804_6e29ad30
setting_1023_899678519_7,SETTING,1023,899678519,7,SETTING_RR_WINDOW_SUNSHADE_MOTOR_THERMAL_PROTECTION,Setting.SETTING_RR_WINDOW_SUNSHADE_MOTOR_THERMAL_PROTECTION,fid_catalog_20260804_6e29ad30
setting_1023_899678522_5,SETTING,1023,899678522,5,SETTING_RR_WINDOW_SUNSHADE_INITIALIZATION_STATUS,Setting.SETTING_RR_WINDOW_SUNSHADE_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_899678522_7,SETTING,1023,899678522,7,SETTING_RR_WINDOW_SUNSHADE_INITIALIZATION_STATUS,Setting.SETTING_RR_WINDOW_SUNSHADE_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_899678526_5,SETTING,1023,899678526,5,SETTING_RR_WINDOW_SUNSHADE_POSITION,Setting.SETTING_RR_WINDOW_SUNSHADE_POSITION,fid_catalog_20260804_6e29ad30
setting_1023_899678526_7,SETTING,1023,899678526,7,SETTING_RR_WINDOW_SUNSHADE_POSITION,Setting.SETTING_RR_WINDOW_SUNSHADE_POSITION,fid_catalog_20260804_6e29ad30
setting_1023_899678528_5,SETTING,1023,899678528,5,SETTING_RR_WINDOW_SUNSHADE_POSITION_PERCENTAGE,Setting.SETTING_RR_WINDOW_SUNSHADE_POSITION_PERCENTAGE,fid_catalog_20260804_6e29ad30
setting_1023_899678528_7,SETTING,1023,899678528,7,SETTING_RR_WINDOW_SUNSHADE_POSITION_PERCENTAGE,Setting.SETTING_RR_WINDOW_SUNSHADE_POSITION_PERCENTAGE,fid_catalog_20260804_6e29ad30
setting_1023_901775368_5,SETTING,1023,901775368,5,SET_GAME_GEAR_SHIFT_SYS_STATUS,Setting.SET_GAME_GEAR_SHIFT_SYS_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_901775368_7,SETTING,1023,901775368,7,SET_GAME_GEAR_SHIFT_SYS_STATUS,Setting.SET_GAME_GEAR_SHIFT_SYS_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_901775376_5,SETTING,1023,901775376,5,SET_GAME_GEAR_SHIFT_RECOGNISE_STATUS,Setting.SET_GAME_GEAR_SHIFT_RECOGNISE_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_901775376_7,SETTING,1023,901775376,7,SET_GAME_GEAR_SHIFT_RECOGNISE_STATUS,Setting.SET_GAME_GEAR_SHIFT_RECOGNISE_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_901775392_5,SETTING,1023,901775392,5,SET_GAME_GEAR_SHIFT_REMIND,Setting.SET_GAME_GEAR_SHIFT_REMIND,fid_catalog_20260804_6e29ad30
setting_1023_901775392_7,SETTING,1023,901775392,7,SET_GAME_GEAR_SHIFT_REMIND,Setting.SET_GAME_GEAR_SHIFT_REMIND,fid_catalog_20260804_6e29ad30
setting_1023_902828055_5,SETTING,1023,902828055,5,SETTING_SECOND_ROW_LEFT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828055_7,SETTING,1023,902828055,7,SETTING_SECOND_ROW_LEFT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828056_5,SETTING,1023,902828056,5,SETTING_SECOND_ROW_LEFT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828056_7,SETTING,1023,902828056,7,SETTING_SECOND_ROW_LEFT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828057_5,SETTING,1023,902828057,5,SETTING_SECOND_ROW_LEFT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828057_7,SETTING,1023,902828057,7,SETTING_SECOND_ROW_LEFT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828058_5,SETTING,1023,902828058,5,SETTING_SECOND_ROW_LEFT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828058_7,SETTING,1023,902828058,7,SETTING_SECOND_ROW_LEFT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828059_5,SETTING,1023,902828059,5,SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828059_7,SETTING,1023,902828059,7,SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828060_5,SETTING,1023,902828060,5,SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828060_7,SETTING,1023,902828060,7,SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828061_5,SETTING,1023,902828061,5,SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828061_7,SETTING,1023,902828061,7,SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828062_5,SETTING,1023,902828062,5,SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828062_7,SETTING,1023,902828062,7,SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828063_5,SETTING,1023,902828063,5,SETTING_SECOND_ROW_LEFT_SEAT_FOOTREST_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_FOOTREST_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828063_7,SETTING,1023,902828063,7,SETTING_SECOND_ROW_LEFT_SEAT_FOOTREST_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_FOOTREST_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828071_5,SETTING,1023,902828071,5,SETTING_SECOND_ROW_LEFT_SEAT_TRANSVERSE_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_TRANSVERSE_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828071_7,SETTING,1023,902828071,7,SETTING_SECOND_ROW_LEFT_SEAT_TRANSVERSE_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_LEFT_SEAT_TRANSVERSE_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902828100_5,SETTING,1023,902828100,5,SETTING_LEFT_REAR_SEAT_SYSTEM_OPERATION_MODE,Setting.SETTING_LEFT_REAR_SEAT_SYSTEM_OPERATION_MODE,fid_catalog_20260804_6e29ad30
setting_1023_902828100_7,SETTING,1023,902828100,7,SETTING_LEFT_REAR_SEAT_SYSTEM_OPERATION_MODE,Setting.SETTING_LEFT_REAR_SEAT_SYSTEM_OPERATION_MODE,fid_catalog_20260804_6e29ad30
setting_1023_902832166_5,SETTING,1023,902832166,5,SETTING_FLEXIBLE_SPACE_RR_BED_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_RR_BED_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902832166_7,SETTING,1023,902832166,7,SETTING_FLEXIBLE_SPACE_RR_BED_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_RR_BED_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902832176_5,SETTING,1023,902832176,5,SETTING_LR_SEAT_MEMORY1_BACKREST_POSITION_FEEDBACK_35D_hal_only,Setting.SETTING_LR_SEAT_MEMORY1_BACKREST_POSITION_FEEDBACK_35D_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902832176_7,SETTING,1023,902832176,7,SETTING_LR_SEAT_MEMORY1_BACKREST_POSITION_FEEDBACK_35D_hal_only,Setting.SETTING_LR_SEAT_MEMORY1_BACKREST_POSITION_FEEDBACK_35D_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902832184_5,SETTING,1023,902832184,5,SETTING_LR_SEAT_MEMORY2_BACKREST_POSITION_FEEDBACK_35D_hal_only,Setting.SETTING_LR_SEAT_MEMORY2_BACKREST_POSITION_FEEDBACK_35D_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902832184_7,SETTING,1023,902832184,7,SETTING_LR_SEAT_MEMORY2_BACKREST_POSITION_FEEDBACK_35D_hal_only,Setting.SETTING_LR_SEAT_MEMORY2_BACKREST_POSITION_FEEDBACK_35D_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902832194_5,SETTING,1023,902832194,5,SETTING_LEFT_REAR_SEAT_ONE_KEY_LINKAGE_FEEDBACK,Setting.SETTING_LEFT_REAR_SEAT_ONE_KEY_LINKAGE_FEEDBACK,fid_catalog_20260804_6e29ad30
setting_1023_902832194_7,SETTING,1023,902832194,7,SETTING_LEFT_REAR_SEAT_ONE_KEY_LINKAGE_FEEDBACK,Setting.SETTING_LEFT_REAR_SEAT_ONE_KEY_LINKAGE_FEEDBACK,fid_catalog_20260804_6e29ad30
setting_1023_902832196_5,SETTING,1023,902832196,5,SETTING_LEFT_REAR_HEADREST_STATUS,Setting.SETTING_LEFT_REAR_HEADREST_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902832196_7,SETTING,1023,902832196,7,SETTING_LEFT_REAR_HEADREST_STATUS,Setting.SETTING_LEFT_REAR_HEADREST_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902840336_5,SETTING,1023,902840336,5,SETTING_SECOND_ROW_LEFT_SEAT_EXECUTION_RESULT_FEEDBACK,Setting.SETTING_SECOND_ROW_LEFT_SEAT_EXECUTION_RESULT_FEEDBACK,fid_catalog_20260804_6e29ad30
setting_1023_902840336_7,SETTING,1023,902840336,7,SETTING_SECOND_ROW_LEFT_SEAT_EXECUTION_RESULT_FEEDBACK,Setting.SETTING_SECOND_ROW_LEFT_SEAT_EXECUTION_RESULT_FEEDBACK,fid_catalog_20260804_6e29ad30
setting_1023_902840344_5,SETTING,1023,902840344,5,SETTING_LEFT_BACK_SEAT_MEMORY_SUCESS_FEEDBACK_STATUS_hal_only,Setting.SETTING_LEFT_BACK_SEAT_MEMORY_SUCESS_FEEDBACK_STATUS_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902840344_7,SETTING,1023,902840344,7,SETTING_LEFT_BACK_SEAT_MEMORY_SUCESS_FEEDBACK_STATUS_hal_only,Setting.SETTING_LEFT_BACK_SEAT_MEMORY_SUCESS_FEEDBACK_STATUS_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902840364_5,SETTING,1023,902840364,5,SETTING_FLEXIBLE_SPACE_COMFORT_FULL_LOAD_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_COMFORT_FULL_LOAD_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902840364_7,SETTING,1023,902840364,7,SETTING_FLEXIBLE_SPACE_COMFORT_FULL_LOAD_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_COMFORT_FULL_LOAD_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902840368_5,SETTING,1023,902840368,5,SETTING_SEAT_DISTRIBUTION_FORM_35D_hal_only,Setting.SETTING_SEAT_DISTRIBUTION_FORM_35D_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902840368_7,SETTING,1023,902840368,7,SETTING_SEAT_DISTRIBUTION_FORM_35D_hal_only,Setting.SETTING_SEAT_DISTRIBUTION_FORM_35D_hal_only,fid_catalog_20260804_6e29ad30
setting_1023_902840386_5,SETTING,1023,902840386,5,SETTING_FLEXIBLE_SPACE_FOUR_PEOPLE_COMFORT_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_FOUR_PEOPLE_COMFORT_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902840386_7,SETTING,1023,902840386,7,SETTING_FLEXIBLE_SPACE_FOUR_PEOPLE_COMFORT_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_FOUR_PEOPLE_COMFORT_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902840388_5,SETTING,1023,902840388,5,SETTING_FLEXIBLE_SPACE_FULL_CAPACITY_TRAVEL_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_FULL_CAPACITY_TRAVEL_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902840388_7,SETTING,1023,902840388,7,SETTING_FLEXIBLE_SPACE_FULL_CAPACITY_TRAVEL_CONFIG_35D,Setting.SETTING_FLEXIBLE_SPACE_FULL_CAPACITY_TRAVEL_CONFIG_35D,fid_catalog_20260804_6e29ad30
setting_1023_902844480_5,SETTING,1023,902844480,5,SETTING_VOICE_POPUP_PROMPT_LEFT,Setting.SETTING_VOICE_POPUP_PROMPT_LEFT,fid_catalog_20260804_6e29ad30
setting_1023_902844480_7,SETTING,1023,902844480,7,SETTING_VOICE_POPUP_PROMPT_LEFT,Setting.SETTING_VOICE_POPUP_PROMPT_LEFT,fid_catalog_20260804_6e29ad30
setting_1023_902848528_5,SETTING,1023,902848528,5,SETTING_VOICE_POPUP_NOTIFICATION_LR_FLAT,Setting.SETTING_VOICE_POPUP_NOTIFICATION_LR_FLAT,fid_catalog_20260804_6e29ad30
setting_1023_902848528_7,SETTING,1023,902848528,7,SETTING_VOICE_POPUP_NOTIFICATION_LR_FLAT,Setting.SETTING_VOICE_POPUP_NOTIFICATION_LR_FLAT,fid_catalog_20260804_6e29ad30
setting_1023_902852650_5,SETTING,1023,902852650,5,SETTING_LEFT_SEAT_CONTROL_CEILING_SCREEN_SWITCH_STATUS,Setting.SETTING_LEFT_SEAT_CONTROL_CEILING_SCREEN_SWITCH_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_902852650_7,SETTING,1023,902852650,7,SETTING_LEFT_SEAT_CONTROL_CEILING_SCREEN_SWITCH_STATUS,Setting.SETTING_LEFT_SEAT_CONTROL_CEILING_SCREEN_SWITCH_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119511_5,SETTING,1023,909119511,5,SETTING_SECOND_ROW_RIGHT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119511_7,SETTING,1023,909119511,7,SETTING_SECOND_ROW_RIGHT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119512_5,SETTING,1023,909119512,5,SETTING_SECOND_ROW_RIGHT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119512_7,SETTING,1023,909119512,7,SETTING_SECOND_ROW_RIGHT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_BACKREST_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119513_5,SETTING,1023,909119513,5,SETTING_SECOND_ROW_RIGHT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119513_7,SETTING,1023,909119513,7,SETTING_SECOND_ROW_RIGHT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119514_5,SETTING,1023,909119514,5,SETTING_SECOND_ROW_RIGHT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119514_7,SETTING,1023,909119514,7,SETTING_SECOND_ROW_RIGHT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_BASIN_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119515_5,SETTING,1023,909119515,5,SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119515_7,SETTING,1023,909119515,7,SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119516_5,SETTING,1023,909119516,5,SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119516_7,SETTING,1023,909119516,7,SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HEIGHT_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119517_5,SETTING,1023,909119517,5,SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119517_7,SETTING,1023,909119517,7,SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_HEADREST_HORIZONTAL_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119518_5,SETTING,1023,909119518,5,SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
setting_1023_909119518_7,SETTING,1023,909119518,7,SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,Setting.SETTING_SECOND_ROW_RIGHT_SEAT_LEG_SUPPORT_TELESCOPING_DIRECTION_INITIALIZATION_STATUS,fid_catalog_20260804_6e29ad30
